Fecha,Territorio,ConfirmadosPCR,ConfirmadosTotal,Hospitalizados,UCI,Defunciones
2020-05-12,Jaén,3,10,0,0,0
2020-05-12,Málaga,4,65,0,0,0
2020-05-12,Sevilla,4,24,3,0,0
2020-05-13,Andalucía,17,144,8,0,0
2020-05-13,Almería,3,13,2,0,0
2020-05-13,Cádiz,1,10,1,0,0
2020-05-13,Córdoba,3,11,1,0,0
2020-05-13,Granada,4,17,0,0,0
2020-05-13,Huelva,0,2,0,0,0
2020-05-13,Jaén,3,16,2,0,0
2020-05-13,Málaga,1,53,0,0,0
2020-05-13,Sevilla,2,22,2,0,0
2020-05-14,Andalucía,15,147,13,2,3
2020-05-14,Almería,2,16,6,2,1
2020-05-14,Cádiz,3,8,1,0,1
2020-05-14,Córdoba,0,5,0,0,0
2020-05-14,Granada,2,23,1,0,0
2020-05-14,Huelva,0,1,0,0,0
2020-05-14,Jaén,2,11,4,0,1
2020-05-14,Málaga,3,61,0,0,0
2020-05-14,Sevilla,3,22,1,0,0
2020-05-15,Andalucía,34,182,9,0,4
2020-05-15,Almería,2,7,0,0,0
2020-05-15,Cádiz,2,13,0,0,0
2020-05-15,Córdoba,2,6,1,0,1
2020-05-15,Granada,6,24,2,0,0
2020-05-15,Huelva,1,2,0,0,0
2020-05-15,Jaén,9,25,1,0,2
2020-05-15,Málaga,4,64,5,0,0
2020-05-15,Sevilla,8,41,0,0,1
2020-05-16,Andalucía,8,29,3,0,0
2020-05-16,Almería,0,1,0,0,0
2020-05-16,Cádiz,1,1,0,0,0
2020-05-16,Córdoba,1,2,0,0,0
2020-05-16,Granada,1,10,2,0,0
2020-05-16,Jaén,4,4,1,0,0
2020-05-16,Málaga,1,8,0,0,0
2020-05-16,Sevilla,0,3,0,0,0
2020-05-17,Andalucía,6,25,5,0,0
2020-05-17,Almería,1,1,1,0,0
2020-05-17,Córdoba,1,4,2,0,0
2020-05-17,Granada,1,8,1,0,0
2020-05-17,Jaén,1,1,0,0,0
2020-05-17,Málaga,1,10,1,0,0
2020-05-17,Sevilla,1,1,0,0,0
2020-05-18,Andalucía,16,101,3,0,0
2020-05-18,Almería,0,6,0,0,0
2020-05-18,Cádiz,1,5,0,0,0
2020-05-18,Córdoba,2,10,0,0,0
2020-05-18,Granada,1,4,0,0,0
2020-05-18,Huelva,1,1,0,0,0
2020-05-18,Jaén,8,19,2,0,0
2020-05-18,Málaga,2,43,1,0,0
2020-05-18,Sevilla,1,13,0,0,0
2020-05-19,Andalucía,15,94,3,1,0
2020-05-19,Almería,0,9,0,0,0
2020-05-19,Cádiz,2,5,0,0,0
2020-05-19,Córdoba,0,12,0,0,0
2020-05-19,Granada,4,12,2,0,0
2020-05-19,Huelva,0,1,0,0,0
2020-05-19,Jaén,1,8,0,0,0
2020-05-19,Málaga,5,37,0,0,0
2020-05-19,Sevilla,3,10,1,1,0
2020-05-20,Andalucía,29,100,14,2,0
2020-05-20,Almería,1,8,2,1,0
2020-05-20,Cádiz,7,9,2,0,0
2020-05-20,Córdoba,2,7,1,0,0
2020-05-20,Granada,3,12,1,0,0
2020-05-20,Huelva,0,1,0,0,0
2020-05-20,Jaén,11,17,4,1,0
2020-05-20,Málaga,3,39,3,0,0
2020-05-20,Sevilla,2,7,1,0,0
2020-05-21,Andalucía,12,53,3,1,0
2020-05-21,Almería,1,6,0,0,0
2020-05-21,Cádiz,1,5,1,1,0
2020-05-21,Córdoba,0,1,0,0,0
2020-05-21,Granada,5,9,1,0,0
2020-05-21,Jaén,2,4,0,0,0
2020-05-21,Málaga,1,19,0,0,0
2020-05-21,Sevilla,2,9,1,0,0
2020-05-22,Andalucía,13,55,5,0,1
2020-05-22,Almería,1,5,2,0,0
2020-05-22,Cádiz,0,3,0,0,0
2020-05-22,Granada,2,12,1,0,0
2020-05-22,Huelva,1,1,1,0,0
2020-05-22,Jaén,4,6,1,0,1
2020-05-22,Málaga,3,25,0,0,0
2020-05-22,Sevilla,2,3,0,0,0
2020-05-23,Andalucía,7,11,1,0,0
2020-05-23,Almería,1,2,1,0,0
2020-05-23,Cádiz,0,1,0,0,0
2020-05-23,Granada,2,3,0,0,0
2020-05-23,Jaén,1,2,0,0,0
2020-05-23,Málaga,2,2,0,0,0
2020-05-23,Sevilla,1,1,0,0,0
2020-05-24,Andalucía,3,5,1,0,0
2020-05-24,Almería,1,1,0,0,0
2020-05-24,Granada,0,2,0,0,0
2020-05-24,Jaén,1,1,1,0,0
2020-05-24,Málaga,1,1,0,0,0
2020-05-25,Andalucía,8,21,0,0,0
2020-05-25,Cádiz,2,3,0,0,0
2020-05-25,Córdoba,1,1,0,0,0
2020-05-25,Granada,0,3,0,0,0
2020-05-25,Huelva,0,1,0,0,0
2020-05-25,Jaén,1,2,0,0,0
2020-05-25,Málaga,4,10,0,0,0
2020-05-25,Sevilla,0,1,0,0,0
2020-05-26,Andalucía,7,17,1,0,0
2020-05-26,Almería,1,2,1,0,0
2020-05-26,Cádiz,2,2,0,0,0
2020-05-26,Córdoba,1,1,0,0,0
2020-05-26,Granada,0,6,0,0,0
2020-05-26,Jaén,1,1,0,0,0
2020-05-26,Málaga,0,3,0,0,0
2020-05-26,Sevilla,2,2,0,0,0
2020-05-27,Andalucía,14,16,1,0,0
2020-05-27,Almería,3,3,0,0,0
2020-05-27,Cádiz,3,3,0,0,0
2020-05-27,Córdoba,1,1,0,0,0
2020-05-27,Granada,2,3,0,0,0
2020-05-27,Málaga,5,5,1,0,0
2020-05-27,Sevilla,0,1,0,0,0
2020-05-28,Andalucía,12,18,4,0,0
2020-05-28,Almería,3,4,2,0,0
2020-05-28,Cádiz,2,2,0,0,0
2020-05-28,Granada,3,4,0,0,0
2020-05-28,Huelva,0,2,1,0,0
2020-05-28,Jaén,2,2,1,0,0
2020-05-28,Málaga,2,4,0,0,0
2020-05-29,Andalucía,14,18,0,0,0
2020-05-29,Almería,1,1,0,0,0
2020-05-29,Cádiz,1,2,0,0,0
2020-05-29,Córdoba,2,2,0,0,0
2020-05-29,Granada,2,2,0,0,0
2020-05-29,Jaén,1,3,0,0,0
2020-05-29,Málaga,5,6,0,0,0
2020-05-29,Sevilla,2,2,0,0,0
2020-05-30,Andalucía,14,14,2,0,1
2020-05-30,Almería,2,2,1,0,1
2020-05-30,Cádiz,3,3,0,0,0
2020-05-30,Granada,1,1,0,0,0
2020-05-30,Jaén,3,3,1,0,0
2020-05-30,Málaga,5,5,0,0,0
2020-05-31,Andalucía,10,10,1,0,0
2020-05-31,Almería,2,2,0,0,0
2020-05-31,Cádiz,4,4,1,0,0
2020-05-31,Huelva,1,1,0,0,0
2020-05-31,Jaén,2,2,0,0,0
2020-05-31,Málaga,1,1,0,0,0
2020-06-01,Andalucía,19,20,6,0,1
2020-06-01,Almería,4,4,0,0,0
2020-06-01,Cádiz,0,1,0,0,0
2020-06-01,Córdoba,4,4,1,0,0
2020-06-01,Granada,1,1,1,0,0
2020-06-01,Huelva,3,3,1,0,0
2020-06-01,Jaén,2,2,0,0,0
2020-06-01,Málaga,4,4,3,0,1
2020-06-01,Sevilla,1,1,0,0,0
2020-06-02,Andalucía,13,15,3,0,0
2020-06-02,Almería,1,1,0,0,0
2020-06-02,Cádiz,1,1,0,0,0
2020-06-02,Granada,1,1,0,0,0
2020-06-02,Jaén,1,2,0,0,0
2020-06-02,Málaga,6,7,2,0,0
2020-06-02,Sevilla,3,3,1,0,0
2020-06-03,Andalucía,17,20,6,0,1
2020-06-03,Almería,4,4,3,0,0
2020-06-03,Cádiz,2,3,0,0,0
2020-06-03,Córdoba,1,1,1,0,0
2020-06-03,Granada,4,4,0,0,0
2020-06-03,Jaén,1,3,1,0,1
2020-06-03,Málaga,2,2,0,0,0
2020-06-03,Sevilla,3,3,1,0,0
2020-06-04,Andalucía,13,14,1,0,0
2020-06-04,Almería,2,2,0,0,0
2020-06-04,Granada,1,1,0,0,0
2020-06-04,Jaén,3,3,0,0,0
2020-06-04,Málaga,5,6,1,0,0
2020-06-04,Sevilla,2,2,0,0,0
2020-06-05,Andalucía,15,18,5,1,1
2020-06-05,Almería,4,4,0,0,0
2020-06-05,Cádiz,2,2,0,0,0
2020-06-05,Córdoba,2,2,1,0,0
2020-06-05,Granada,2,4,2,1,1
2020-06-05,Málaga,4,4,1,0,0
2020-06-05,Sevilla,1,2,1,0,0
2020-06-06,Andalucía,10,10,1,0,0
2020-06-06,Cádiz,1,1,0,0,0
2020-06-06,Córdoba,1,1,0,0,0
2020-06-06,Jaén,1,1,0,0,0
2020-06-06,Málaga,6,6,1,0,0
2020-06-06,Sevilla,1,1,0,0,0
2020-06-07,Andalucía,4,4,0,0,0
2020-06-07,Córdoba,1,1,0,0,0
2020-06-07,Granada,1,1,0,0,0
2020-06-07,Málaga,1,1,0,0,0
2020-06-07,Sevilla,1,1,0,0,0
2020-06-08,Andalucía,5,7,0,0,0
2020-06-08,Cádiz,0,1,0,0,0
2020-06-08,Málaga,2,3,0,0,0
2020-06-08,Sevilla,3,3,0,0,0
2020-06-09,Andalucía,8,11,1,0,0
2020-06-09,Almería,1,1,0,0,0
2020-06-09,Cádiz,2,4,0,0,0
2020-06-09,Granada,1,1,0,0,0
2020-06-09,Jaén,1,2,0,0,0
2020-06-09,Málaga,1,1,0,0,0
2020-06-09,Sevilla,2,2,1,0,0
2020-06-10,Andalucía,4,11,3,0,0
2020-06-10,Almería,1,4,3,0,0
2020-06-10,Jaén,2,3,0,0,0
2020-06-10,Málaga,1,4,0,0,0
2020-06-11,Andalucía,8,9,0,0,0
2020-06-11,Cádiz,2,2,0,0,0
2020-06-11,Córdoba,1,1,0,0,0
2020-06-11,Granada,1,1,0,0,0
2020-06-11,Málaga,3,4,0,0,0
2020-06-11,Sevilla,1,1,0,0,0
2020-06-12,Andalucía,4,9,0,0,0
2020-06-12,Cádiz,0,3,0,0,0
2020-06-12,Huelva,0,1,0,0,0
2020-06-12,Málaga,3,4,0,0,0
2020-06-12,Sevilla,1,1,0,0,0
2020-06-13,Andalucía,5,5,1,0,0
2020-06-13,Almería,1,1,0,0,0
2020-06-13,Cádiz,1,1,0,0,0
2020-06-13,Córdoba,1,1,1,0,0
2020-06-13,Jaén,2,2,0,0,0
2020-06-14,Andalucía,1,1,0,0,0
2020-06-14,Málaga,1,1,0,0,0
2020-06-15,Andalucía,2,3,1,0,0
2020-06-15,Granada,1,1,0,0,0
2020-06-15,Málaga,0,1,0,0,0
2020-06-15,Sevilla,1,1,1,0,0
2020-06-16,Andalucía,6,16,3,0,1
2020-06-16,Almería,1,1,0,0,0
2020-06-16,Cádiz,2,2,2,0,1
2020-06-16,Jaén,1,3,1,0,0
2020-06-16,Málaga,1,8,0,0,0
2020-06-16,Sevilla,1,2,0,0,0
2020-06-17,Andalucía,7,10,1,1,0
2020-06-17,Cádiz,3,5,0,0,0
2020-06-17,Granada,3,3,1,1,0
2020-06-17,Sevilla,1,2,0,0,0
2020-06-18,Andalucía,23,26,2,1,0
2020-06-18,Almería,1,1,0,0,0
2020-06-18,Cádiz,14,16,0,0,0
2020-06-18,Granada,6,6,2,1,0
2020-06-18,Jaén,2,2,0,0,0
2020-06-18,Sevilla,0,1,0,0,0
2020-06-19,Andalucía,8,9,3,0,0
2020-06-19,Almería,1,1,1,0,0
2020-06-19,Cádiz,1,1,0,0,0
2020-06-19,Córdoba,1,1,1,0,0
2020-06-19,Granada,4,4,0,0,0
2020-06-19,Málaga,1,2,1,0,0
2020-06-20,Andalucía,13,13,2,0,1
2020-06-20,Cádiz,1,1,0,0,0
2020-06-20,Granada,10,10,1,0,1
2020-06-20,Málaga,2,2,1,0,0
2020-06-21,Andalucía,2,2,0,0,0
2020-06-21,Granada,1,1,0,0,0
2020-06-21,Málaga,1,1,0,0,0
2020-06-22,Andalucía,5,6,2,1,0
2020-06-22,Cádiz,1,1,0,0,0
2020-06-22,Córdoba,0,1,0,0,0
2020-06-22,Huelva,2,2,1,1,0
2020-06-22,Málaga,1,1,1,0,0
2020-06-22,Sevilla,1,1,0,0,0
2020-06-23,Andalucía,28,29,2,1,0
2020-06-23,Almería,1,1,1,1,0
2020-06-23,Cádiz,1,1,0,0,0
2020-06-23,Granada,8,8,1,0,0
2020-06-23,Málaga,18,19,0,0,0
2020-06-24,Andalucía,92,92,3,0,0
2020-06-24,Cádiz,3,3,0,0,0
2020-06-24,Granada,11,11,1,0,0
2020-06-24,Huelva,8,8,0,0,0
2020-06-24,Jaén,4,4,1,0,0
2020-06-24,Málaga,65,65,1,0,0
2020-06-24,Sevilla,1,1,0,0,0
2020-06-25,Andalucía,16,16,0,0,0
2020-06-25,Almería,3,3,0,0,0
2020-06-25,Granada,6,6,0,0,0
2020-06-25,Huelva,1,1,0,0,0
2020-06-25,Málaga,6,6,0,0,0
2020-06-26,Andalucía,22,24,1,0,0
2020-06-26,Cádiz,3,3,0,0,0
2020-06-26,Granada,10,10,1,0,0
2020-06-26,Jaén,3,3,0,0,0
2020-06-26,Málaga,4,6,0,0,0
2020-06-26,Sevilla,2,2,0,0,0
2020-06-27,Andalucía,16,16,2,0,0
2020-06-27,Cádiz,1,1,0,0,0
2020-06-27,Granada,8,8,1,0,0
2020-06-27,Jaén,1,1,0,0,0
2020-06-27,Málaga,6,6,1,0,0
2020-06-28,Andalucía,35,35,2,0,0
2020-06-28,Almería,4,4,0,0,0
2020-06-28,Granada,15,15,0,0,0
2020-06-28,Jaén,3,3,1,0,0
2020-06-28,Málaga,13,13,1,0,0
2020-06-29,Andalucía,15,15,2,0,0
2020-06-29,Almería,1,1,1,0,0
2020-06-29,Cádiz,2,2,0,0,0
2020-06-29,Córdoba,1,1,0,0,0
2020-06-29,Granada,9,9,0,0,0
2020-06-29,Jaén,1,1,0,0,0
2020-06-29,Málaga,1,1,1,0,0
2020-06-30,Andalucía,26,27,4,1,1
2020-06-30,Almería,3,3,1,0,0
2020-06-30,Cádiz,3,3,1,0,1
2020-06-30,Granada,15,15,2,1,0
2020-06-30,Jaén,1,1,0,0,0
2020-06-30,Málaga,3,4,0,0,0
2020-06-30,Sevilla,1,1,0,0,0
2020-07-01,Andalucía,19,20,1,1,1
2020-07-01,Almería,2,2,1,1,1
2020-07-01,Cádiz,2,2,0,0,0
2020-07-01,Granada,11,11,0,0,0
2020-07-01,Jaén,2,2,0,0,0
2020-07-01,Málaga,1,2,0,0,0
2020-07-01,Sevilla,1,1,0,0,0
2020-07-02,Andalucía,12,14,1,0,0
2020-07-02,Almería,1,1,0,0,0
2020-07-02,Cádiz,1,2,0,0,0
2020-07-02,Granada,8,8,1,0,0
2020-07-02,Málaga,2,3,0,0,0
2020-07-03,Andalucía,24,24,5,1,1
2020-07-03,Almería,7,7,2,0,0
2020-07-03,Granada,12,12,3,1,1
2020-07-03,Jaén,1,1,0,0,0
2020-07-03,Málaga,3,3,0,0,0
2020-07-03,Sevilla,1,1,0,0,0
2020-07-04,Andalucía,17,17,5,0,0
2020-07-04,Almería,3,3,1,0,0
2020-07-04,Cádiz,3,3,0,0,0
2020-07-04,Granada,6,6,1,0,0
2020-07-04,Málaga,5,5,3,0,0
2020-07-05,Andalucía,12,12,2,0,1
2020-07-05,Almería,3,3,0,0,0
2020-07-05,Granada,7,7,1,0,0
2020-07-05,Málaga,1,1,1,0,1
2020-07-05,Sevilla,1,1,0,0,0
2020-07-06,Andalucía,11,11,2,0,0
2020-07-06,Almería,3,3,0,0,0
2020-07-06,Cádiz,1,1,1,0,0
2020-07-06,Córdoba,1,1,0,0,0
2020-07-06,Granada,4,4,1,0,0
2020-07-06,Sevilla,2,2,0,0,0
2020-07-07,Andalucía,37,38,3,0,1
2020-07-07,Almería,5,6,1,0,0
2020-07-07,Cádiz,1,1,0,0,0
2020-07-07,Córdoba,2,2,0,0,0
2020-07-07,Granada,23,23,2,0,1
2020-07-07,Jaén,2,2,0,0,0
2020-07-07,Málaga,4,4,0,0,0
2020-07-08,Andalucía,54,54,3,0,0
2020-07-08,Almería,16,16,1,0,0
2020-07-08,Cádiz,3,3,2,0,0
2020-07-08,Córdoba,1,1,0,0,0
2020-07-08,Granada,30,30,0,0,0
2020-07-08,Huelva,1,1,0,0,0
2020-07-08,Málaga,3,3,0,0,0
2020-07-09,Andalucía,42,42,4,0,0
2020-07-09,Almería,6,6,0,0,0
2020-07-09,Cádiz,2,2,0,0,0
2020-07-09,Córdoba,3,3,0,0,0
2020-07-09,Granada,24,24,2,0,0
2020-07-09,Málaga,7,7,2,0,0
2020-07-10,Andalucía,51,52,4,0,0
2020-07-10,Almería,29,30,1,0,0
2020-07-10,Cádiz,2,2,1,0,0
2020-07-10,Granada,6,6,0,0,0
2020-07-10,Huelva,1,1,0,0,0
2020-07-10,Málaga,12,12,2,0,0
2020-07-10,Sevilla,1,1,0,0,0
2020-07-11,Andalucía,43,43,2,1,0
2020-07-11,Almería,24,24,2,1,0
2020-07-11,Córdoba,4,4,0,0,0
2020-07-11,Granada,10,10,0,0,0
2020-07-11,Jaén,1,1,0,0,0
2020-07-11,Málaga,4,4,0,0,0
2020-07-12,Andalucía,20,20,4,0,1
2020-07-12,Almería,11,11,0,0,0
2020-07-12,Cádiz,2,2,0,0,0
2020-07-12,Granada,2,2,1,0,0
2020-07-12,Jaén,1,1,0,0,0
2020-07-12,Málaga,4,4,3,0,1
2020-07-13,Andalucía,30,30,3,1,0
2020-07-13,Almería,14,14,3,1,0
2020-07-13,Cádiz,3,3,0,0,0
2020-07-13,Granada,7,7,0,0,0
2020-07-13,Huelva,2,2,0,0,0
2020-07-13,Jaén,1,1,0,0,0
2020-07-13,Málaga,3,3,0,0,0
2020-07-14,Andalucía,85,85,6,0,1
2020-07-14,Almería,51,51,0,0,0
2020-07-14,Cádiz,2,2,0,0,0
2020-07-14,Granada,17,17,3,0,1
2020-07-14,Jaén,6,6,1,0,0
2020-07-14,Málaga,7,7,1,0,0
2020-07-14,Sevilla,2,2,1,0,0
2020-07-15,Andalucía,46,47,2,0,1
2020-07-15,Almería,17,17,0,0,0
2020-07-15,Granada,10,10,0,0,0
2020-07-15,Huelva,1,1,0,0,0
2020-07-15,Jaén,0,1,1,0,1
2020-07-15,Málaga,8,8,0,0,0
2020-07-15,Sevilla,10,10,1,0,0
2020-07-16,Andalucía,78,78,1,0,0
2020-07-16,Almería,26,26,0,0,0
2020-07-16,Córdoba,8,8,0,0,0
2020-07-16,Granada,30,30,1,0,0
2020-07-16,Jaén,2,2,0,0,0
2020-07-16,Málaga,8,8,0,0,0
2020-07-16,Sevilla,4,4,0,0,0
2020-07-17,Andalucía,114,116,4,0,1
2020-07-17,Almería,12,12,3,0,0
2020-07-17,Cádiz,0,1,0,0,0
2020-07-17,Córdoba,39,39,0,0,0
2020-07-17,Granada,25,26,0,0,0
2020-07-17,Huelva,1,1,0,0,0
2020-07-17,Jaén,1,1,0,0,0
2020-07-17,Málaga,25,25,1,0,0
2020-07-17,Sevilla,11,11,0,0,1
2020-07-18,Andalucía,104,104,9,0,0
2020-07-18,Almería,38,38,4,0,0
2020-07-18,Cádiz,2,2,0,0,0
2020-07-18,Córdoba,34,34,0,0,0
2020-07-18,Granada,10,10,1,0,0
2020-07-18,Jaén,1,1,0,0,0
2020-07-18,Málaga,17,17,3,0,0
2020-07-18,Sevilla,2,2,1,0,0
2020-07-19,Andalucía,88,88,1,0,0
2020-07-19,Almería,58,58,0,0,0
2020-07-19,Cádiz,1,1,0,0,0
2020-07-19,Córdoba,16,16,0,0,0
2020-07-19,Granada,6,6,0,0,0
2020-07-19,Málaga,7,7,1,0,0
2020-07-20,Andalucía,98,98,8,1,0
2020-07-20,Almería,55,55,2,1,0
2020-07-20,Cádiz,4,4,2,0,0
2020-07-20,Córdoba,6,6,1,0,0
2020-07-20,Granada,12,12,1,0,0
2020-07-20,Málaga,13,13,2,0,0
2020-07-20,Sevilla,8,8,0,0,0
2020-07-21,Andalucía,56,56,6,1,2
2020-07-21,Almería,15,15,2,0,1
2020-07-21,Cádiz,3,3,0,0,0
2020-07-21,Córdoba,6,6,1,0,1
2020-07-21,Granada,7,7,1,0,0
2020-07-21,Huelva,1,1,0,0,0
2020-07-21,Jaén,1,1,0,0,0
2020-07-21,Málaga,16,16,1,0,0
2020-07-21,Sevilla,7,7,1,1,0
2020-07-22,Andalucía,81,85,7,1,1
2020-07-22,Almería,23,23,3,0,0
2020-07-22,Cádiz,2,3,1,0,0
2020-07-22,Córdoba,9,10,1,0,0
2020-07-22,Granada,22,23,0,0,0
2020-07-22,Huelva,2,2,0,0,0
2020-07-22,Jaén,0,1,1,1,1
2020-07-22,Málaga,13,13,1,0,0
2020-07-22,Sevilla,10,10,0,0,0
2020-07-23,Andalucía,109,109,7,1,0
2020-07-23,Almería,43,43,3,1,0
2020-07-23,Cádiz,1,1,0,0,0
2020-07-23,Córdoba,6,6,1,0,0
2020-07-23,Granada,14,14,1,0,0
2020-07-23,Huelva,1,1,0,0,0
2020-07-23,Jaén,6,6,1,0,0
2020-07-23,Málaga,29,29,1,0,0
2020-07-23,Sevilla,9,9,0,0,0
2020-07-24,Andalucía,133,134,7,0,0
2020-07-24,Almería,38,38,4,0,0
2020-07-24,Cádiz,4,4,0,0,0
2020-07-24,Córdoba,5,5,0,0,0
2020-07-24,Granada,13,13,1,0,0
2020-07-24,Huelva,4,4,0,0,0
2020-07-24,Jaén,3,3,1,0,0
2020-07-24,Málaga,24,25,1,0,0
2020-07-24,Sevilla,42,42,0,0,0
2020-07-25,Andalucía,101,102,6,1,0
2020-07-25,Almería,37,37,1,0,0
2020-07-25,Cádiz,4,4,2,0,0
2020-07-25,Córdoba,5,5,1,1,0
2020-07-25,Granada,7,8,1,0,0
2020-07-25,Huelva,3,3,0,0,0
2020-07-25,Jaén,1,1,0,0,0
2020-07-25,Málaga,27,27,1,0,0
2020-07-25,Sevilla,17,17,0,0,0
2020-07-26,Andalucía,62,62,1,0,0
2020-07-26,Almería,21,21,1,0,0
2020-07-26,Cádiz,5,5,0,0,0
2020-07-26,Córdoba,6,6,0,0,0
2020-07-26,Granada,12,12,0,0,0
2020-07-26,Huelva,1,1,0,0,0
2020-07-26,Jaén,1,1,0,0,0
2020-07-26,Málaga,10,10,0,0,0
2020-07-26,Sevilla,6,6,0,0,0
2020-07-27,Andalucía,88,89,8,2,1
2020-07-27,Almería,35,35,2,1,0
2020-07-27,Cádiz,3,3,0,0,0
2020-07-27,Córdoba,4,4,0,0,0
2020-07-27,Granada,5,5,0,0,0
2020-07-27,Jaén,1,2,1,1,1
2020-07-27,Málaga,24,24,4,0,0
2020-07-27,Sevilla,16,16,1,0,0
2020-07-28,Andalucía,108,108,10,2,2
2020-07-28,Almería,23,23,2,1,1
2020-07-28,Cádiz,3,3,1,0,0
2020-07-28,Córdoba,9,9,3,1,0
2020-07-28,Granada,9,9,0,0,0
2020-07-28,Huelva,5,5,1,0,1
2020-07-28,Jaén,1,1,0,0,0
2020-07-28,Málaga,37,37,1,0,0
2020-07-28,Sevilla,21,21,2,0,0
2020-07-29,Andalucía,151,151,8,1,0
2020-07-29,Almería,35,35,5,0,0
2020-07-29,Cádiz,8,8,0,0,0
2020-07-29,Córdoba,15,15,0,0,0
2020-07-29,Granada,6,6,0,0,0
2020-07-29,Huelva,2,2,1,0,0
2020-07-29,Jaén,4,4,0,0,0
2020-07-29,Málaga,50,50,2,1,0
2020-07-29,Sevilla,31,31,0,0,0
2020-07-30,Andalucía,203,204,10,1,1
2020-07-30,Almería,85,85,5,0,0
2020-07-30,Cádiz,12,13,0,0,0
2020-07-30,Córdoba,37,37,0,0,0
2020-07-30,Granada,21,21,3,0,0
2020-07-30,Huelva,7,7,1,1,1
2020-07-30,Málaga,25,25,1,0,0
2020-07-30,Sevilla,16,16,0,0,0
2020-07-31,Andalucía,246,246,6,1,3
2020-07-31,Almería,67,67,4,1,2
2020-07-31,Cádiz,31,31,0,0,0
2020-07-31,Córdoba,29,29,0,0,0
2020-07-31,Granada,12,12,0,0,0
2020-07-31,Huelva,9,9,0,0,0
2020-07-31,Jaén,11,11,0,0,0
2020-07-31,Málaga,65,65,2,0,1
2020-07-31,Sevilla,22,22,0,0,0
2020-08-01,Andalucía,192,192,18,2,3
2020-08-01,Almería,34,34,6,1,1
2020-08-01,Cádiz,26,26,4,0,1
2020-08-01,Córdoba,21,21,1,0,0
2020-08-01,Granada,18,18,2,1,0
2020-08-01,Huelva,3,3,0,0,0
2020-08-01,Jaén,5,5,0,0,0
2020-08-01,Málaga,56,56,4,0,1
2020-08-01,Sevilla,29,29,1,0,0
2020-08-02,Andalucía,162,162,10,3,1
2020-08-02,Almería,94,94,8,3,0
2020-08-02,Cádiz,9,9,1,0,1
2020-08-02,Córdoba,6,6,0,0,0
2020-08-02,Granada,8,8,0,0,0
2020-08-02,Huelva,1,1,0,0,0
2020-08-02,Jaén,1,1,0,0,0
2020-08-02,Málaga,26,26,0,0,0
2020-08-02,Sevilla,17,17,1,0,0
2020-08-03,Andalucía,193,193,15,2,0
2020-08-03,Almería,91,91,10,1,0
2020-08-03,Cádiz,10,10,0,0,0
2020-08-03,Córdoba,17,17,0,0,0
2020-08-03,Granada,10,10,1,0,0
2020-08-03,Huelva,1,1,0,0,0
2020-08-03,Jaén,3,3,0,0,0
2020-08-03,Málaga,32,32,1,1,0
2020-08-03,Sevilla,29,29,3,0,0
2020-08-04,Andalucía,237,238,20,3,1
2020-08-04,Almería,77,77,7,1,1
2020-08-04,Cádiz,10,10,3,0,0
2020-08-04,Córdoba,6,6,0,0,0
2020-08-04,Granada,14,14,0,0,0
2020-08-04,Huelva,4,4,0,0,0
2020-08-04,Jaén,4,4,2,0,0
2020-08-04,Málaga,74,75,4,1,0
2020-08-04,Sevilla,48,48,4,1,0
2020-08-05,Andalucía,328,328,23,2,2
2020-08-05,Almería,97,97,10,1,1
2020-08-05,Cádiz,16,16,2,0,0
2020-08-05,Córdoba,14,14,0,0,0
2020-08-05,Granada,21,21,2,0,1
2020-08-05,Huelva,3,3,1,0,0
2020-08-05,Jaén,31,31,4,0,0
2020-08-05,Málaga,113,113,3,1,0
2020-08-05,Sevilla,33,33,1,0,0
2020-08-06,Andalucía,324,324,17,3,2
2020-08-06,Almería,97,97,7,2,1
2020-08-06,Cádiz,28,28,1,0,0
2020-08-06,Córdoba,30,30,2,1,0
2020-08-06,Granada,21,21,1,0,1
2020-08-06,Huelva,7,7,0,0,0
2020-08-06,Jaén,21,21,2,0,0
2020-08-06,Málaga,93,93,4,0,0
2020-08-06,Sevilla,27,27,0,0,0
2020-08-07,Andalucía,363,363,10,1,0
2020-08-07,Almería,114,114,3,1,0
2020-08-07,Cádiz,28,28,2,0,0
2020-08-07,Córdoba,23,23,0,0,0
2020-08-07,Granada,35,35,1,0,0
2020-08-07,Huelva,3,3,0,0,0
2020-08-07,Jaén,32,32,1,0,0
2020-08-07,Málaga,96,96,3,0,0
2020-08-07,Sevilla,32,32,0,0,0
2020-08-08,Andalucía,346,346,15,3,3
2020-08-08,Almería,119,119,4,2,2
2020-08-08,Cádiz,32,32,4,1,1
2020-08-08,Córdoba,7,7,1,0,0
2020-08-08,Granada,14,14,2,0,0
2020-08-08,Huelva,10,10,0,0,0
2020-08-08,Jaén,24,24,2,0,0
2020-08-08,Málaga,93,93,2,0,0
2020-08-08,Sevilla,47,47,0,0,0
2020-08-09,Andalucía,258,259,24,4,2
2020-08-09,Almería,51,51,6,0,0
2020-08-09,Cádiz,34,34,1,1,1
2020-08-09,Córdoba,45,45,1,0,0
2020-08-09,Granada,28,28,2,0,0
2020-08-09,Jaén,3,3,0,0,0
2020-08-09,Málaga,74,74,10,0,0
2020-08-09,Sevilla,23,24,4,3,1
2020-08-10,Andalucía,263,264,18,2,0
2020-08-10,Almería,69,69,7,0,0
2020-08-10,Cádiz,29,30,2,1,0
